capacity_kwh,power_kw,grid_import_kwh_yr,pv_export_kwh_yr,night_grid_import_kwh_yr,nonev_night_grid_import_kwh_yr,night_self_sufficiency_pct,nonev_night_self_sufficiency_pct,cycles_per_yr,marginal_kwh_per_kwh,nonev_marginal_kwh_per_kwh
19.0,3.7,1959.208303227782,2565.9990929670435,1337.2765344751515,1044.7591944441476,38.721678252389594,43.94319515509775,81.63948290187192,7.0930648263956755,2.585136081870587
19.5,3.7,1955.8305093086183,2562.2459886124166,1335.4085812198393,1043.4420175007072,38.80727389221247,44.0138685995214,79.73862971744576,6.755587838327301,2.6343538868809446
20.0,3.7,1952.7043686948548,2558.772499041564,1333.4494523739968,1042.0148579509755,38.89704749151343,44.090443187031404,77.91883845305215,6.252281227526964,2.8543190994632823
20.5,3.7,1949.7596417941072,2555.5005802629476,1331.5454523782353,1040.5306847388545,38.98429490918649,44.17007685625426,76.17798477266628,5.889453801495165,2.9683464242420996
21.0,3.7,1946.9202853710028,2552.3457397928264,1329.7438761847532,1039.1090866140235,39.06684893805858,44.246353044178996,74.51445372903707,5.678712846208782,2.8431962496620145
21.5,3.7,1944.221534945127,2549.3471282085156,1328.0647029368636,1037.8098914347847,39.143794069376945,44.31606167273697,72.92102976251586,5.397500851751829,2.5983903584774453
22.0,3.7,1941.5616884645751,2546.391743230119,1326.4019426675045,1036.4565747739002,39.21998710510902,44.38867420235717,71.39806931238574,5.319692961103556,2.7066333217690044
22.5,3.7,1938.938152185401,2543.476702919915,1324.848990024769,1035.1734549054308,39.291148401405685,44.45752030626504,69.94100289700843,5.247072558348464,2.566239736938769
23.0,3.7,1936.4302969323094,2540.690197083141,1323.4612258596806,1034.0136775815333,39.35474022914344,44.5197484363978,68.54169873997668,5.015710506183041,2.31955464779503
23.5,3.7,1933.9842343273606,2537.9723497443038,1322.0886391948259,1032.8690777578693,39.41763657489324,44.58116221411984,67.19901780248094,4.892125209897586,2.2891996473281324
24.0,3.7,1931.7043659154601,2535.439162619963,1320.5708261658924,1031.5792515701262,39.48718766080697,44.6503681471948,65.90458772844336,4.559736823800904,2.5796523754861482
24.5,3.7,1929.529181767301,2533.0222913442212,1319.1526874807928,1030.389099726217,39.55217134696907,44.71422602947486,64.6582439493217,4.3503682963182655,2.3803036878184685
25.0,3.7,1927.4880387744927,2530.7543546855386,1317.905065191583,1029.348035954702,39.60934142218294,44.77008455551727,63.45579653668266,4.082285985616636,2.0821275430298556
25.5,3.7,1925.5942998730702,2528.6502003506193,1316.7537127139074,1028.3486747044867,39.66210010429023,44.82370552278972,62.29408108831308,3.7874778028449327,1.998722500430631
26.0,3.7,1923.7931133838151,2526.648882029225,1315.6083342389427,1027.3552874569825,39.714585038335095,44.877005953515656,61.173091772052956,3.602372978510175,1.986774495008376
26.5,3.7,1922.0970143352063,2524.7643275307714,1314.4143311727905,1026.3132756182908,39.769298107897775,44.93291534832954,60.089997757427554,3.3921980972177153,2.0840236773833567
27.0,3.7,1920.4591182253084,2522.944442964218,1313.349875744422,1025.4008114173826,39.818074887078446,44.981873833605654,59.04462315327348,3.275792219795676,1.8249284018165781
27.5,3.7,1918.9799621525053,2521.300936216658,1312.286291697238,1024.4892185976591,39.86681173676416,45.03078556471556,58.03084843221606,2.9583121456062145,1.8231856394468196
28.0,3.7,1917.5645593585261,2519.72826644557,1311.2447392666077,1023.5996573944891,39.91453902675674,45.07851518416173,57.0507500591797,2.8308055879583662,1.7791224063400932
28.5,3.7,1916.2395073925602,2518.2559864833875,1310.3579723008177,1022.86488165616,39.955173547773114,45.11793975241374,56.10151865330582,2.6501039319318807,1.4695514766581255
29.0,3.7,1914.9475819591462,2516.820513779593,1309.584086832729,1022.2429874155315,39.990635474672146,45.15130763686641,55.18375014906924,2.5838508668280156,1.24378848125707
29.5,3.7,1913.7228999051486,2515.459755941817,1308.8196566224651,1021.6671911633231,40.025664131176995,45.18220212270786,54.294559734263885,2.4493641079952795,1.1515925044168398
30.0,3.7,1912.5195822251833,2514.1227362974105,1307.9450492475826,1020.9796542248607,40.06574146053949,45.219092081837196,53.43421772683966,2.406635359930533,1.3750738769247164
