capacity_kwh,power_kw,bound,grid_import_kwh_yr,pv_export_kwh_yr,night_grid_import_kwh_yr,nonev_night_grid_import_kwh_yr,night_self_sufficiency_pct,nonev_night_self_sufficiency_pct,cycles_per_yr,marginal_kwh_per_kwh,nonev_marginal_kwh_per_kwh
14.0,3.7,charge_first,2893.9006476643476,2264.979838639732,1814.986964524418,1280.2493692175283,32.517713547806,39.899167896992935,118.44967266592569,17.692276653893714,7.419448008080508
14.5,3.7,charge_first,2885.7620567979443,2255.9369598992835,1810.8496449622946,1276.9164999727745,32.671541530757175,40.05562820833263,114.9560244880741,16.27718173280664,6.665738489507476
15.0,3.7,charge_first,2878.2219879540708,2247.5591056283265,1806.7166419063938,1273.575851328491,32.82520902345962,40.21245372069975,111.65328464330443,15.080137687747083,6.681297288567293
15.5,3.7,charge_first,2871.37527350298,2239.9516451271106,1802.8709041121483,1270.4727450072044,32.96819582420466,40.358127896760784,108.51653790276268,13.69342890218195,6.206212642573064
16.0,3.7,charge_first,2864.915200736102,2232.773786497245,1799.3192970802957,1267.636504536841,33.10024666962321,40.49127415436624,105.55040088059626,12.920145533755203,5.672480940726928
16.5,3.7,charge_first,2858.759750191096,2225.9343970027894,1795.937704653085,1264.9300316305018,33.22597627170739,40.61832852177799,102.74459610399173,12.310901090012521,5.412945812678117
17.0,3.7,charge_first,2852.9746507628424,2219.506508749173,1792.745440965309,1262.4128874635976,33.344666519527365,40.736494921693215,100.08090670949395,11.570198856506977,5.03428833380849
17.5,3.7,charge_first,2847.4304052517623,2213.346235959079,1789.4790632150996,1259.8216292342595,33.46611237192689,40.85814057879843,97.5549406838742,11.08849102216027,5.1825164586762185
18.0,3.7,charge_first,2842.0306992053374,2207.346562574176,1786.1622365111061,1257.1799220511425,33.589433946200465,40.98215454333947,95.1608535038496,10.799412092849707,5.283414366233956
18.5,3.7,charge_first,2837.0161410335386,2201.7748312721737,1782.9606176918767,1254.6534227527839,33.70847202332881,41.10076011643326,92.87426191110274,10.029116343597707,5.052998596717316
19.0,3.7,charge_first,2832.386253345343,2196.6305116186313,1780.028009638989,1252.3893072142375,33.817508121408345,41.207048181177356,90.68670586015617,9.25977537639119,4.5282310770926415
19.5,3.7,charge_first,2828.1180060339684,2191.888014605989,1777.380367477345,1250.3492726213778,33.91594901947936,41.302816848983625,88.59181042306042,8.53649462274916,4.080069185719367
20.0,3.7,charge_first,2824.226139909056,2187.563718911641,1774.8275405819757,1248.4367111572112,34.01086462999523,41.392601338012355,86.58185022169002,7.783732249824425,3.8251229283332577
20.5,3.7,charge_first,2820.499587245057,2183.423104840538,1772.41979198402,1246.7015940078684,34.10038614379557,41.474055769452875,84.66144836334303,7.4531053279988555,3.470234298685682
21.0,3.7,charge_first,2816.9323956997723,2179.45955867911,1770.3867097103387,1245.2761193029717,34.17597734255076,41.54097415111039,82.82450618653594,7.134383090568917,2.8509494097934294
21.5,3.7,charge_first,2813.6397198461323,2175.801029952841,1768.6600539365638,1244.1063256238501,34.24017542320239,41.59588968178315,81.05956300000163,6.585351707280097,2.3395873582430795
22.0,3.7,charge_first,2810.586857452048,2172.408960626079,1767.0925247613386,1243.022388924878,34.29845708301169,41.646774688346376,79.36337017555587,6.105724788168118,2.167873397944277
22.5,3.7,charge_first,2807.718764199562,2169.2221903455393,1765.4801466877875,1242.0104242690522,34.35840625132825,41.69428099402115,77.73391952849619,5.736186504972466,2.0239293116515
23.0,3.7,charge_first,2804.8832622118953,2166.07163258147,1763.7235220335442,1240.8614071835943,34.42371859264177,41.748221175205366,76.17382297067599,5.671003975333406,2.2980341709157983
23.5,3.7,charge_first,2802.252025708959,2163.1480364670947,1762.0748790220111,1239.8062356602527,34.485016112754174,41.797755811260686,74.67096387064755,5.26247300587238,2.1103430466832833
24.0,3.7,charge_first,2799.6883662362284,2160.2995259418385,1760.5028306516529,1238.774282906592,34.543465798905515,41.84620045077955,73.22775999495346,5.127318945461411,2.0639055073215786
24.5,3.7,charge_first,2797.190424008999,2157.524034578252,1758.845931810612,1237.6543928549763,34.60507027563118,41.898773274156234,71.8406388877407,4.995884454458974,2.239780103231169
25.0,3.7,charge_first,2794.8034501865213,2154.871841442166,1757.408136212286,1236.59757332678,34.65852836448933,41.94838527518859,70.50433027093233,4.773947644955115,2.113639056392458
25.5,3.7,charge_first,2792.556712829029,2152.3754666005043,1756.05361746962,1235.58061434455,34.70889017070837,41.996126037665206,69.21463699864343,4.493474714984586,2.0339179644602154
26.0,3.7,charge_first,2790.3670936917065,2149.9425564479297,1754.769941974575,1234.634498609942,34.756617983172845,42.040541090140835,67.97223483520068,4.379238274645104,1.892231469215858
26.5,3.7,charge_first,2788.206711224916,2147.542131484828,1753.491271896863,1233.693388292666,34.804159691266946,42.08472116515512,66.77555443480631,4.320764933580904,1.8822206345521408
27.0,3.7,charge_first,2786.0463287581265,2145.141706521726,1752.2648613237238,1232.8045374799628,34.84975836014016,42.12644793709763,65.62319553072277,4.320764933579085,1.77770162540628
27.5,3.7,charge_first,2783.9880779947357,2142.8547612290686,1750.9918724445674,1231.883191311811,34.89708883791922,42.169700191457025,64.5088312392892,4.116501526781576,1.8426923363035712
28.0,3.7,charge_first,2782.035673828804,2140.6854232669225,1749.727269771925,1230.956148399605,34.94410751159097,42.21321987735449,63.4302864771565,3.9048083318630233,1.8540858244123228
28.5,3.7,charge_first,2780.191423422971,2138.6362561493333,1748.537149253719,1230.1368624021752,34.98835689480527,42.25168095482877,62.385590792177084,3.6885008116660174,1.638571994859376
29.0,3.7,charge_first,2778.38346644871,2136.62741506682,1747.3008921321014,1229.3056769930802,35.03432166416186,42.29070064577305,61.37560173039767,3.615913948522575,1.6623708181900838
29.5,3.7,charge_first,2776.669782713147,2134.723322027306,1745.9446603454332,1228.3545169189354,35.08474716236785,42.335352502898516,60.39648568806492,3.4273674711257627,1.9023201482896184
30.0,3.7,charge_first,2774.981983910965,2132.847990024882,1744.6552476646577,1227.4701759506827,35.132688286783576,42.37686756186492,59.44909860386663,3.375597604363975,1.7686819365053452
0.0,2.5,discharge_first,4469.281294121165,4016.469487743705,2689.575383326995,2130.169124818943,0.0,0.0,,,
0.5,2.5,discharge_first,4183.0849148208845,3698.473510742636,2672.8049586220154,2113.7115955290287,0.6235342875660299,0.7725926123970828,602.5186932639139,572.3927586005611,32.91505857982884
1.0,2.5,discharge_first,4057.9853896296154,3559.474038308008,2635.4783603087617,2077.2424460009156,2.0113592410752834,2.4846233194055323,432.9430573596537,250.1990503825382,72.93829905622624
1.5,2.5,discharge_first,3945.900488198259,3434.935258940017,2585.2005615650005,2027.711323832956,3.8807174697175872,4.809843490464449,367.28477608625093,224.16980286271246,99.06224433591933
2.0,2.5,discharge_first,3842.543256887942,3320.09389081743,2524.62165474161,1968.0701107713267,6.133076975940266,7.609678131138753,329.8621248596329,206.71446262063455,119.28242612325857
2.5,2.5,discharge_first,3747.0369218693672,3213.9757407968314,2458.3579828893494,1902.9631312219205,8.596799400789823,10.666101153650631,304.1028935797475,191.0126700371493,130.2139590988122
3.0,2.5,discharge_first,3657.8504983215694,3114.8797146328247,2388.9456572959907,1834.649855605812,11.177590629905554,13.873042556573967,284.7125599296502,178.37284709559572,136.62655123221703
3.5,2.5,discharge_first,3573.7220909178895,3021.3463804801063,2318.35165697547,1765.2014231657638,13.802317222740301,17.133273475842003,269.3411137453351,168.25681480735966,138.89686488009647
4.0,2.5,discharge_first,3494.971668159008,2933.7708974678844,2250.338926751003,1698.219388821122,16.331070670072034,20.277720250711795,256.39726999004245,157.50084551776308,133.96406868928352
4.5,2.5,discharge_first,3422.467770343145,2853.1359977257835,2186.5849248616955,1635.5070742596404,18.701482084621944,23.221726612967753,244.8686605328561,145.00779563172637,125.42462912296332
5.0,2.5,discharge_first,3356.42425472369,2779.679300424081,2128.77558850705,1578.744033324253,20.85086732635981,25.88644652999369,234.28569250472728,132.08703123890973,113.52608187077476
5.5,2.5,discharge_first,3297.4054432354237,2714.0278299347638,2077.375243223398,1528.3386887243857,22.76196249782403,28.252706749080826,224.28245949966376,118.03762297653248,100.8106891997345
6.0,2.5,discharge_first,3244.7331282314585,2655.4280222057896,2032.8164764795804,1484.731700770821,24.418683741632343,30.299820635273843,214.8330115596013,105.34463000793039,87.21397590712968
6.5,2.5,discharge_first,3198.6293414306488,2604.12657914702,1995.3503854437313,1448.2107770641696,25.811695116889044,32.014281861903235,205.77359557742025,92.20757360161952,73.04184741330255
7.0,2.5,discharge_first,3158.2700495748227,2559.20790824939,1963.054226621668,1416.859785571371,27.012485361411333,33.48604253703101,197.14454805208055,80.71858371165217,62.70198298559717
7.5,2.5,discharge_first,3122.316436383237,2519.184435867539,1936.1946439936137,1391.0078998462948,28.011140494655052,34.69964973018161,189.04769933164187,71.90722638317129,51.703771450152544
8.0,2.5,discharge_first,3090.8766936810034,2484.176375140499,1914.5132307465105,1370.3688289289037,28.817268234427974,35.66854326435796,181.36902637370855,62.87948540446723,41.27814183478222
8.5,2.5,discharge_first,3063.885920250955,2454.111613604828,1896.7806300258133,1353.7164194416007,29.476576794084785,36.45028445538748,174.04277075791924,53.98154686009639,33.30481897460595
9.0,2.5,discharge_first,3040.457308273479,2428.004809238642,1881.8054363874317,1339.7838148998885,30.03336333114245,37.104345411364214,167.1139164734141,46.85722395495213,27.86520908342436
9.5,2.5,discharge_first,3020.1841699013553,2405.404086656221,1869.255495528425,1328.1790413701146,30.49997753860453,37.64912720331514,160.56477830690187,40.546276744247734,23.20954705954773
10.0,2.5,discharge_first,3002.802165758718,2386.0594310952383,1858.5420818447178,1318.3491459509355,30.898308581865884,38.110588000237286,154.36622403815096,34.76400828527494,19.659790838358276
10.5,2.5,discharge_first,2987.436951244363,2368.9869705237297,1849.4131991915035,1310.061345567137,31.237725826305496,38.499655717313644,148.55582384729837,30.730429028709295,16.575600767596825
11.0,2.5,discharge_first,2973.9553363036875,2354.007398367414,1841.6146465863485,1303.0096408759325,31.527680614466448,38.83069538027017,143.09339309258172,26.963229881351253,14.103409382409154
11.5,2.5,discharge_first,2961.533506951888,2340.205365754304,1834.5337179129551,1296.6038317234106,31.790953721340088,39.131413716569696,138.00895077064413,24.84365870359943,12.811618305043794
12.0,2.5,discharge_first,2950.4073038576075,2327.8429178717697,1828.2684827069377,1290.9540897847278,32.023898863716695,39.39663875775806,133.23456054943574,22.2524061885606,11.299483877365674
12.5,2.5,discharge_first,2940.3852445737434,2316.7072964452723,1823.0069464570663,1286.300161103645,32.21952588657273,39.61511571467473,128.7491410145197,20.04411856772822,9.307857362165578
13.0,2.5,discharge_first,2931.291578387897,2306.6032229054413,1818.1683256605943,1282.0241665226968,32.39942866328861,39.81585069534495,124.53358022131768,18.18733237169272,8.551989161896472
13.5,2.5,discharge_first,2923.0602290534907,2297.457279200544,1813.7139854764516,1278.1442099393544,32.56504366005559,39.99799381901228,120.5630460091758,16.462698668812664,7.7599131666847825
14.0,2.5,discharge_first,2915.7580193127797,2289.343712821982,1809.662927752813,1274.6732698853543,32.71566437694465,40.16093581331497,116.8062612637881,14.604419481422156,6.941880108000078
14.5,2.5,discharge_first,2909.2130120749634,2282.0714825577456,1805.650339467151,1271.200777216389,32.86485477742707,40.323950694551705,113.25359579282764,13.090014475632415,6.944985337930575
15.0,2.5,discharge_first,2903.0955936809187,2275.274351008819,1801.5648250186466,1267.7225126343199,33.016756615681196,40.48723653610969,109.90776845194678,12.234836788089524,6.956529164138374
15.5,2.5,discharge_first,2897.3806414982287,2268.924404139159,1797.8312015675915,1264.5748145323473,33.155574938982355,40.63500405678674,106.75046876895986,11.429904365380025,6.295396203945074
16.0,2.5,discharge_first,2892.108895581936,2263.0669086766115,1794.6078676194738,1261.8240642488392,33.27542039741789,40.76413700925791,103.7613420091598,10.54349183258546,5.501500567016137
16.5,2.5,discharge_first,2887.111750097794,2257.514524805341,1791.4724269302317,1259.1612072242074,33.3919979326184,40.8891438452695,100.93585607804606,9.994290968284076,5.325714049263752
17.0,2.5,discharge_first,2882.3903784388604,2252.2685562954134,1788.4729002256993,1256.6342641842843,33.503522105658014,41.007770249646555,98.25949942305314,9.442743317867098,5.053886079846052
17.5,2.5,discharge_first,2878.104020957263,2247.505936871414,1785.7954874568954,1254.4294350800903,33.60306989247229,41.11127513470498,95.70991116775377,8.572714963194812,4.409658208388009
18.0,2.5,discharge_first,2874.0901804341324,2243.0461140679436,1783.3830613126966,1252.3864471538595,33.6927653202024,41.20718244565168,93.28603004017732,8.027681046261023,4.085975852461615
18.5,2.5,discharge_first,2870.681060744019,2239.2582033011513,1781.1833327949553,1250.524278396554,33.77455252465771,41.29460126773531,90.95876150083345,6.818239380227169,3.724337514610852
19.0,2.5,discharge_first,2867.51230381379,2235.737362267566,1779.042173488674,1248.7771205494105,33.854162091266424,41.3766209452711,88.74066428295698,6.337513860457875,3.494315694287252
19.5,2.5,discharge_first,2864.444540700498,2232.328736586128,1777.0984746081213,1247.23849338138,33.92642996271565,41.44885122736952,86.63086388235716,6.135526226584261,3.0772543360608324
20.0,2.5,discharge_first,2861.5521400257703,2229.1149580586534,1775.4875249673416,1245.9482727631566,33.986326021058765,41.509420156061196,84.6173238997577,5.784801349454938,2.580441236446859
20.5,2.5,discharge_first,2858.779759873359,2226.0345356670905,1774.0253340893757,1244.7561296935407,34.040691140810765,41.56538487058672,82.69584258011828,5.5447603048223755,2.38428613923179
21.0,2.5,discharge_first,2856.1467937419584,2223.1090177433116,1772.5387922305958,1243.591207976821,34.095961644400106,41.62007168879036,80.85887219945894,5.265932262801471,2.3298434334396916
21.5,2.5,discharge_first,2853.552790803234,2220.226792255837,1771.114436009521,1242.5699356442312,34.14892004928084,41.66801493990084,79.1054346789685,5.1880058774486315,2.042544665179321
22.0,2.5,discharge_first,2851.16377966307,2217.572335433432,1769.6755362131387,1241.5280202118784,34.202419192874366,41.71692727367816,77.42189064392805,4.778022280328514,2.08383086470576
22.5,2.5,discharge_first,2848.9143085053165,2215.072923035928,1768.3226753454899,1240.5127191046658,34.25271935832187,41.76459020782657,75.80664260191112,4.498942315506611,2.0306022144250164
23.0,2.5,discharge_first,2846.706599158872,2212.619912650992,1767.056656889452,1239.5842604090647,34.29979067165579,41.80817635715075,74.2597114399219,4.415418692889034,1.856917391202387
23.5,2.5,discharge_first,2844.636738491157,2210.3200674646414,1765.8952417025523,1238.7604049826014,34.342972773711736,41.84685194477732,72.77243250302394,4.139721335430295,1.6477108529265934
24.0,2.5,discharge_first,2842.6652303728542,2208.129502888749,1764.6141408384624,1237.8168638789468,34.3906048598779,41.89114613215714,71.3428098135225,3.9430162366052173,1.8870822073090494
24.5,2.5,discharge_first,2840.8453446751455,2206.1074076690757,1763.3807196212956,1236.9210024222164,34.43646418863339,41.93320201618498,69.96502468081711,3.6397713954174833,1.7917229134609443
25.0,2.5,discharge_first,2839.0900339208793,2204.1570623865564,1762.1705641090189,1236.0302037076717,34.481458484750846,41.97502023165743,68.63963200843308,3.5106215085324948,1.7815974290892882
25.5,2.5,discharge_first,2837.3399447793918,2202.2125188960154,1760.8362024646851,1235.033401823774,34.531070838158215,42.02181472662424,67.36599997282863,3.5001782829749573,1.993603767795321
26.0,2.5,discharge_first,2835.652145977209,2200.337186893592,1759.5695246300884,1234.104283749615,34.578166667576085,42.065431830230416,66.13883190866217,3.375597604365794,1.8582361483181558
26.5,2.5,discharge_first,2834.031031748054,2198.5359488611975,1758.363523337837,1233.2393033318876,34.623006507341415,42.10603801532855,64.95532323229835,3.24222845830991,1.7299608354546763
27.0,2.5,discharge_first,2832.587932354885,2196.9325050910097,1757.3323463526915,1232.5539857550007,34.661346276196305,42.138209994956945,63.80870806106355,2.886198786337445,1.3706351537739465
27.5,2.5,discharge_first,2831.1804216379664,2195.368604294432,1756.376339472067,1231.876457486778,34.69689117620361,42.17001630837726,62.7024257409837,2.815021433837501,1.3550565364453178
28.0,2.5,discharge_first,2829.898192978346,2193.9439057837417,1755.3945191907353,1231.1189190608225,34.73339583368292,42.20557866899591,61.63094365198574,2.564457319241228,1.5150768519110898
28.5,2.5,discharge_first,2828.682977840774,2192.593666741997,1754.4612774680638,1230.388213194414,34.76809431168271,42.23988138505236,60.594582318758704,2.430430275143408,1.4614117328169414
29.0,2.5,discharge_first,2827.4677627032047,2191.2434277002526,1753.5836220909305,1229.713093673542,34.80072605655121,42.27157462072111,59.593957583229084,2.4304302751388605,1.350239041743862
29.5,2.5,discharge_first,2826.272600702617,2189.915469921823,1752.7059667137964,1229.037974152669,34.83335780141974,42.303267856389915,58.62653678567527,2.3903240011750313,1.3502390417461356
30.0,2.5,discharge_first,2825.1248975171325,2188.6402441601754,1751.8975985537174,1228.4321418488514,34.86341340666844,42.331708429335926,57.68969812645725,2.295406370969431,1.2116646076351572
0.0,3.0,discharge_first,4469.281294121165,4016.469487743705,2689.575383326995,2130.169124818943,0.0,0.0,,,
0.5,3.0,discharge_first,4183.0849148208845,3698.473510742636,2672.8049586220154,2113.7115955290287,0.6235342875660299,0.7725926123970828,602.5186932639139,572.3927586005611,32.91505857982884
1.0,3.0,discharge_first,4057.9231399917285,3559.4048720436895,2635.526302268145,2077.290387960299,2.009576730732543,2.4823727018923436,433.00858329427166,250.323549658312,72.84241513745928
1.5,3.0,discharge_first,3945.738197564426,3434.754936013537,2585.528643868952,2028.0206788090225,3.868519176039542,4.7953209357779585,367.39866425034404,224.3698848546046,98.53941830255326
2.0,3.0,discharge_first,3842.3149338258604,3319.8401985262267,2525.7103094285044,1969.064904350606,6.092600152214011,7.562977915287861,329.98229489230755,206.84652747713153,117.911548916833
2.5,3.0,discharge_first,3746.6105380681,3213.501981017645,2460.1876941354726,1904.6550093348155,8.528769656858282,10.586676562749242,304.2824236013337,191.40879151552053,128.81979003158085
3.0,3.0,discharge_first,3657.289952722563,3114.256886189485,2391.8953913084065,1837.4125040022766,11.067917778543901,13.743351051600182,284.9092425959681,178.64117069107397,134.48501066507788
3.5,3.0,discharge_first,3572.969834247751,3020.5105397355055,2322.1567832734772,1768.7263886386238,13.660840381392203,16.967795278275887,269.5673563528957,168.64023694962452,137.37223072730558
4.0,3.0,discharge_first,3494.0847439883423,2932.7854261671428,2254.704113425809,1702.3044146707805,16.168770453395965,20.085950226347858,256.6306710875862,157.77018051881714,132.84394793568663
4.5,3.0,discharge_first,3421.3462667543076,2851.8898826270715,2191.5005054952185,1640.1237667401317,18.518717895746796,23.004997695685958,245.13100055363677,145.47695446806938,124.36129586129755
5.0,3.0,discharge_first,3355.0408689609435,2778.1422051321383,2134.2059498255708,1583.862585282855,20.648963287819598,25.646158005530317,234.57693161267395,132.61079558672827,112.52236291455347
5.5,3.0,discharge_first,3295.5146104066866,2711.9269045695005,2082.9284203062416,1533.57232212583,22.55549209668679,28.0070157689391,224.64434138076177,119.05251710851371,100.58052631405008
6.0,3.0,discharge_first,3242.1791014884,2652.5902147135,2038.4676349419144,1489.9958035996674,24.208570334982138,30.052699279156457,215.2810864268045,106.6710178365729,87.15303705232509
6.5,3.0,discharge_first,3195.563477764511,2600.720063962417,2000.7917084179162,1453.2048914484799,25.609383517522232,31.779835013241165,206.27009171768543,93.23124744777851,73.58182430237503
7.0,3.0,discharge_first,3154.74564864908,2555.2919072207883,1968.1694180508953,1421.5277684107248,26.822299525351966,33.26690581286359,197.67453315369582,81.63565823086174,63.35424607551022
7.5,3.0,discharge_first,3118.1622378882907,2514.568659762042,1940.716138427493,1395.0196561165237,27.8430286632519,34.511319319066025,189.6307447344413,73.16682152157864,53.01622458840211
8.0,3.0,discharge_first,3086.079064381894,2478.845675919266,1918.7362452623252,1373.9849302805762,28.660254062525848,35.49878672674124,182.00029338674918,64.16634701279327,42.06945167189497
8.5,3.0,discharge_first,3058.386444352254,2448.001084828494,1900.763633029535,1357.0239475597673,29.32848639184461,36.29501377384252,174.7238204048172,55.38524005928048,33.921965441617886
9.0,3.0,discharge_first,3034.406404451976,2421.2815827703025,1885.6780324166293,1343.0094554911634,29.88937792537154,36.9529189094169,167.82162452271274,47.96007980055583,28.02898413720777
9.5,3.0,discharge_first,3013.478547826861,2397.9533954623384,1872.9675116301214,1331.2612948897208,30.36196258930407,37.50443195429972,161.30778352291222,41.85571325023011,23.496321202885156
10.0,3.0,discharge_first,2995.3181418461713,2377.7001533147945,1861.889789366942,1321.1287399557593,30.77383884054624,37.98010098996011,155.1540160289453,36.32081196137915,20.265109867923
10.5,3.0,discharge_first,2979.3834045245485,2359.963675967953,1852.3783399246274,1312.532626572986,31.12748014397566,38.3836423464946,149.3631969520417,31.869474643245667,17.19222676554682
11.0,3.0,discharge_first,2965.1797218857655,2344.181806369296,1844.273219793173,1305.2957621286432,31.42883329368469,38.72337426543121,143.93316480721538,28.407365277565987,14.4737288886854
11.5,3.0,discharge_first,2952.1838285315102,2329.7419248645683,1836.7596398325236,1298.5923255930402,31.708192630746858,39.03806460891147,138.86475657571302,25.991786708510517,13.406873071206064
12.0,3.0,discharge_first,2940.1472984703682,2316.3680025744093,1830.1176237375635,1292.7604529231255,31.955146708930894,39.31183970976926,134.13456102200075,24.073060122284005,11.663745339829347
12.5,3.0,discharge_first,2929.2209129775674,2304.227574249095,1824.3803744762017,1287.7905567659807,32.16846102229529,39.54514964273373,129.68929525419776,21.852770985601637,9.939792314289662
13.0,3.0,discharge_first,2919.5102299224914,2293.4379264101217,1819.3418616883987,1283.4323151376,32.355795901214734,39.749745680560125,125.48753556264609,19.42136611015212,8.716483256761421
13.5,3.0,discharge_first,2910.735570884004,2283.6883052562407,1814.5592281996824,1279.2873669945668,32.53361703678747,39.944328734775844,121.52403300094879,17.549318076974487,8.289896286066323
14.0,3.0,discharge_first,2902.3821650082828,2274.4067431721164,1810.3253507947325,1275.714882044085,32.691035097318355,40.11203771660544,117.81196459495318,16.70681175144273,7.144969900963588
14.5,3.0,discharge_first,2894.8383123350964,2266.024684646354,1806.397552317237,1272.3946911353737,32.837072962694606,40.26790284815894,114.29713116414294,15.087705346372786,6.640381817422622
15.0,3.0,discharge_first,2888.184157814761,2258.6311796237705,1802.5507419743794,1269.1554883613035,32.98009964143,40.41996602175064,110.95418500395783,13.308309040670792,6.478405548140472
15.5,3.0,discharge_first,2882.040449888755,2251.8048374837617,1798.731790103184,1265.989593270674,33.12209052574837,40.5685877933153,107.79224748607174,12.28741585201169,6.331790181258839
16.0,3.0,discharge_first,2876.147691792771,2245.2573284882246,1795.090298131275,1263.0232208196364,33.25748334628366,40.707843048519024,104.81142120581538,11.785516191967872,5.932744902075228
16.5,3.0,discharge_first,2870.4864529630877,2238.9670631219055,1791.521393022508,1260.1294352317414,33.39017734441032,40.84369074033744,101.99648109461423,11.322477659366996,5.787571175790163
17.0,3.0,discharge_first,2864.995039516702,2232.86549262592,1788.0812567605274,1257.3438580924142,33.51808364082076,40.97445862664618,99.33661019222708,10.9828268927713,5.571154278654376
17.5,3.0,discharge_first,2859.846530547789,2227.1449271049028,1784.7996822512698,1254.6670655981654,33.64009451769006,41.10011965811364,96.8081060796019,10.29701793782624,5.35358498849746
18.0,3.0,discharge_first,2855.1195774957846,2221.8927570471287,1781.739796784547,1252.1455551716501,33.753862865128504,41.218491030467916,94.39542202487617,9.453906104008638,5.043020853030612
18.5,3.0,discharge_first,2850.9736059990814,2217.2861220507934,1779.0713915357767,1249.9497335874894,33.85307574703217,41.32157306083711,92.08009605246585,8.291942993406337,4.39164316832148
19.0,3.0,discharge_first,2847.285760708827,2213.1885161727373,1776.75721969395,1248.0442127804165,33.939118021815496,41.41102702882825,89.86124838849503,7.37569058050849,3.811041614145779
19.5,3.0,discharge_first,2843.816516594884,2209.333800490575,1774.7266848563447,1246.456557597856,34.014614505394,41.48555891289616,87.7443874508113,6.93848822788641,3.175310365120822
20.0,3.0,discharge_first,2840.649306305573,2205.8146779468957,1772.8104315761095,1245.0128879822316,34.08586193322646,41.55333144789369,85.71747304292595,6.334420578621575,2.887339231248916
20.5,3.0,discharge_first,2837.6026673583865,2202.4295235611376,1771.0896648846178,1243.7647049553516,34.14984105432338,41.61192693744131,83.78324142555978,6.0932778943733865,2.4963660537600845
21.0,3.0,discharge_first,2834.643447318027,2199.1415012940724,1769.4626924434044,1242.5433125268612,34.21033284984244,41.66926475227769,81.93673417559586,5.918440080718938,2.4427848569807793
21.5,3.0,discharge_first,2831.807945330366,2195.9909435300024,1767.8186191596167,1241.3293306656494,34.27146046478045,41.72625468077996,80.17005379636718,5.671003975322492,2.4279637224235557
22.0,3.0,discharge_first,2829.103451157124,2192.985950004177,1766.1424499631178,1240.0823539799883,34.33378142469442,41.78479353908621,78.47740875426038,5.408988346483966,2.4939533713222772
22.5,3.0,discharge_first,2826.5149969620156,2190.109889787389,1764.5768627156851,1238.9218384450796,34.39199088248235,41.83927351071791,76.85456360978488,5.17690839021634,2.321031069817309
23.0,3.0,discharge_first,2823.9691285806425,2187.2811471414216,1763.0425844435827,1237.7926318855002,34.44903625409059,41.89228369410771,75.30032794235807,5.091736762746223,2.2584131191588313
23.5,3.0,discharge_first,2821.5637838339267,2184.6085418672924,1761.8636103478095,1236.9831693585572,34.4928712067408,41.93028361240114,73.80593551118648,4.81068949343171,1.6189250538859596
24.0,3.0,discharge_first,2819.358109467502,2182.157792571264,1760.663423748013,1236.1205425191968,34.537494852809125,41.97077930963521,72.36505195849409,4.411348732849547,1.7252536787209465
24.5,3.0,discharge_first,2817.2698239662986,2179.837475347709,1759.4915341666158,1235.2862126982352,34.58106639903393,42.00994661382907,70.97793641911345,4.17657100240649,1.6686596419231137
25.0,3.0,discharge_first,2815.244465403683,2177.5870769448015,1758.2521329318422,1234.3843712238972,34.62714806837314,42.052283227566946,69.64365594599923,4.050717125231131,1.8036829486759416
25.5,3.0,discharge_first,2813.219106841067,2175.3366785418934,1756.944236313508,1233.4140343659997,34.67577643649555,42.09783533169765,68.36170019732089,4.05071712523204,1.9406737157951284
26.0,3.0,discharge_first,2811.2179338561687,2173.1131530031207,1755.596038485567,1232.403396298496,34.72590322737484,42.145279361175334,67.12807126578927,4.0023459697968065,2.021276135007156
26.5,3.0,discharge_first,2809.395111149814,2171.087794440505,1754.2445446479185,1231.431261617121,34.77615256584018,42.19091586346282,65.93390994920956,3.6456454127092,1.9442693627502194
27.0,3.0,discharge_first,2807.601761751045,2169.095183997427,1752.9490420141394,1230.4733187437773,34.82432011830255,42.23588613658256,64.78282777271426,3.5866987975377924,1.9158857466873087
27.5,3.0,discharge_first,2805.940342675908,2167.2491628028292,1751.6765435520133,1229.6051019398974,34.87163236208699,42.276644252629026,63.66855316536872,3.3228381502740376,1.7364336077598637
28.0,3.0,discharge_first,2804.320055825815,2165.448844080503,1750.412689972487,1228.7463200728942,34.91862318403464,42.316959449060974,62.592527755464346,3.24057370018636,1.7175637340064895
28.5,3.0,discharge_first,2802.7101963960395,2163.660111380756,1749.1797063020651,1227.9184081149972,34.96446624454392,42.3558254690521,61.55387249215609,3.2197188595509942,1.655823915793917
29.0,3.0,discharge_first,2801.1920969767825,2161.9733342482473,1747.9788475574246,1227.1226210828797,35.00911488135421,42.39318339630987,60.5477022556945,3.036198838513883,1.5915740642349192
29.5,3.0,discharge_first,2799.8216661093325,2160.4506332844135,1746.898794714041,1226.4033161980994,35.049271883462374,42.42695089750964,59.57037031264349,2.740861734900136,1.4386097695605713
30.0,3.0,discharge_first,2798.475543183604,2158.9549411447165,1745.9372971549058,1225.7752622833827,35.08502093013702,42.45643465574269,58.6247631907916,2.692245851457301,1.2561078294334038
0.0,3.7,discharge_first,4469.281294121165,4016.469487743705,2689.575383326995,2130.169124818943,0.0,0.0,,,
0.5,3.7,discharge_first,4183.0849148208845,3698.473510742636,2672.8049586220154,2113.7115955290287,0.6235342875660299,0.7725926123970828,602.5186932639139,572.3927586005611,32.91505857982884
