capacity_kwh,year,is_full_year,cost_eur,saving_eur
6.0,2023,True,919.420339306303,349.637380193697
6.5,2023,True,905.9297572227534,363.12796227724664
7.0,2023,True,894.0195249845146,375.03819451548543
7.5,2023,True,883.5989705490612,385.4587489509389
8.0,2023,True,874.0378183492463,395.01990115075375
8.5,2023,True,865.7089258392588,403.3487936607413
9.0,2023,True,858.3854119724086,410.67230752759144
9.5,2023,True,851.8290009823779,417.22871851762216
10.0,2023,True,846.0484659107453,423.00925358925474
10.5,2023,True,841.2298491934722,427.82787030652787
11.0,2023,True,836.971029665097,432.08668983490304
11.5,2023,True,832.8307501072004,436.2269693927997
12.0,2023,True,829.3884204673711,439.66929903262894
12.5,2023,True,826.308128885601,442.74959061439904
13.0,2023,True,823.5748751344604,445.4828443655397
13.5,2023,True,821.0090223467911,448.048697153209
14.0,2023,True,818.5473221321311,450.510397367869
14.5,2023,True,816.5909253224553,452.4667941775448
15.0,2023,True,814.978483659433,454.0792358405671
15.5,2023,True,813.425576827377,455.6321426726231
16.0,2023,True,811.8786591909658,457.1790603090343
16.5,2023,True,810.3910627730544,458.6666567269457
17.0,2023,True,808.9091386521346,460.14858084786545
17.5,2023,True,807.5250140754349,461.53270542456517
18.0,2023,True,806.3305808293661,462.72713867063396
18.5,2023,True,805.1363006298665,463.9214188701336
19.0,2023,True,803.9072312647451,465.150488235255
19.5,2023,True,802.6653339034633,466.39238559653677
20.0,2023,True,801.4375003557855,467.6202191442146
20.5,2023,True,800.2130606342911,468.844658865709
21.0,2023,True,798.9769013149377,470.0808181850624
21.5,2023,True,797.7655652473302,471.2921542526699
22.0,2023,True,796.7062094764098,472.3515100235903
22.5,2023,True,795.7464846118257,473.31123488817434
23.0,2023,True,794.8612646288033,474.1964548711968
23.5,2023,True,793.970568398302,475.08715110169805
24.0,2023,True,793.1378547450533,475.91986475494673
24.5,2023,True,792.3673227861772,476.6903967138229
25.0,2023,True,791.6065429954959,477.45117650450413
25.5,2023,True,790.8391311684246,478.21858833157546
26.0,2023,True,790.1435138376274,478.91420566237264
26.5,2023,True,789.5050008738551,479.55271862614495
27.0,2023,True,788.8553619730053,480.2023575269948
27.5,2023,True,788.2150246695563,480.84269483044375
28.0,2023,True,787.6188054017261,481.4389140982739
28.5,2023,True,786.990674310745,482.06704518925505
29.0,2023,True,786.3967937453014,482.6609257546987
29.5,2023,True,785.9824370509172,483.0752824490829
30.0,2023,True,785.6282321647034,483.4294873352967
0.0,2024,False,1230.6784673,0.0
0.5,2024,False,1153.793916482466,76.88455081753386
1.0,2024,False,1116.5691050915518,114.10936220844815
1.5,2024,False,1083.1033248119968,147.57514248800317
2.0,2024,False,1051.368491182264,179.3099761177359
2.5,2024,False,1021.9523033163894,208.7261639836106
3.0,2024,False,995.2256271493338,235.45284015066613
3.5,2024,False,970.3090481980781,260.36941910192184
4.0,2024,False,947.6179127761101,283.0605545238899
4.5,2024,False,926.5618046784913,304.1166626215087
5.0,2024,False,906.7721836445972,323.9062836554027
5.5,2024,False,888.905091604786,341.773375695214
6.0,2024,False,872.9673295154781,357.71113778452184
6.5,2024,False,858.8841864174052,371.79428088259476
7.0,2024,False,845.9216976528805,384.7567696471194
7.5,2024,False,833.3873973302892,397.29106996971075
8.0,2024,False,822.4661492314349,408.2123180685651
8.5,2024,False,812.7246590422773,417.9538082577227
9.0,2024,False,803.8864427324548,426.7920245675451
9.5,2024,False,795.9602597483885,434.7182075516115
10.0,2024,False,789.4473928687241,441.23107443127583
10.5,2024,False,783.6668545614762,447.0116127385238
11.0,2024,False,778.5609593009389,452.1175079990611
11.5,2024,False,774.1526899819003,456.5257773180997
12.0,2024,False,770.1885682726163,460.4898990273837
12.5,2024,False,766.5203172876028,464.1581500123972
13.0,2024,False,762.9492186255965,467.7292486744035
13.5,2024,False,759.7305790696055,470.9478882303945
14.0,2024,False,756.7195039286868,473.9589633713132
14.5,2024,False,753.8180330041532,476.86043429584674
15.0,2024,False,751.1066102980457,479.5718570019543
15.5,2024,False,748.6491527560071,482.0293145439929
16.0,2024,False,746.2216865119916,484.45678078800836
16.5,2024,False,743.8599111388072,486.81855616119276
17.0,2024,False,741.5875373149058,489.09092998509414
17.5,2024,False,739.422208102285,491.25625919771494
18.0,2024,False,737.4334368817554,493.2450304182446
18.5,2024,False,735.5942799535794,495.08418734642055
19.0,2024,False,733.845233122247,496.83323417775296
19.5,2024,False,732.2448810851255,498.4335862148745
20.0,2024,False,730.7648353259784,499.91363197402154
20.5,2024,False,729.2873451318779,501.391122168122
21.0,2024,False,727.9377389431519,502.7407283568481
21.5,2024,False,726.7252494554049,503.9532178445951
22.0,2024,False,725.5184606843679,505.160006615632
22.5,2024,False,724.3513210040992,506.3271462959008
23.0,2024,False,723.1962589470373,507.48220835296263
23.5,2024,False,722.0905257730919,508.587941526908
24.0,2024,False,720.9834143284825,509.6950529715175
24.5,2024,False,720.0013298520506,510.67713744794935
25.0,2024,False,719.1668691840155,511.5115981159845
25.5,2024,False,718.3407258003969,512.3377414996031
26.0,2024,False,717.5206096832001,513.1578576167999
26.5,2024,False,716.799852323973,513.8786149760269
27.0,2024,False,716.0567837777392,514.6216835222608
27.5,2024,False,715.3940393055011,515.2844279944989
28.0,2024,False,714.7895824775939,515.8888848224061
28.5,2024,False,714.2006463177373,516.4778209822626
29.0,2024,False,713.7170790925709,516.9613882074291
29.5,2024,False,713.2335118674044,517.4449554325955
30.0,2024,False,712.7868285349397,517.8916387650603
0.0,2025,True,1322.0994269999999,0.0
0.5,2025,True,1245.0222839825362,77.07714301746364
1.0,2025,True,1206.081476919185,116.0179500808149
1.5,2025,True,1171.0665899763433,151.0328370236566
2.0,2025,True,1138.5427610707031,183.55666592929674
2.5,2025,True,1107.7976438980415,214.30178310195834
3.0,2025,True,1078.904090970362,243.19533602963793
3.5,2025,True,1052.2300300407583,269.8693969592416
4.0,2025,True,1027.6988466827386,294.4005803172613
4.5,2025,True,1005.9235774878455,316.1758495121544
5.0,2025,True,987.0222960894798,335.07713091052005
5.5,2025,True,970.7262419164898,351.37318508351007
6.0,2025,True,955.9198319348604,366.17959506513944
6.5,2025,True,943.0617061171987,379.0377208828012
7.0,2025,True,931.7100597456493,390.38936725435053
7.5,2025,True,921.7498725352482,400.3495544647517
8.0,2025,True,912.8536333542763,409.24579364572355
8.5,2025,True,904.7809558165366,417.3184711834633
9.0,2025,True,898.1203774601037,423.9790495398962
9.5,2025,True,892.3784641493826,429.7209628506173
10.0,2025,True,887.1736738944351,434.9257531055648
10.5,2025,True,882.6634787813455,439.4359482186544
11.0,2025,True,878.4833897282049,443.616037271795
11.5,2025,True,874.9133294898819,447.186097510118
12.0,2025,True,871.5158431292145,450.58358387078533
12.5,2025,True,868.4600024290974,453.6394245709025
13.0,2025,True,865.645152789145,456.4542742108549
13.5,2025,True,863.0222199811761,459.07720701882374
14.0,2025,True,860.4360894027884,461.66333759721147
14.5,2025,True,857.9908785636961,464.10854843630375
15.0,2025,True,855.9114788677249,466.187948132275
15.5,2025,True,854.2351294596197,467.8642975403802
16.0,2025,True,852.7116668951882,469.3877601048117
16.5,2025,True,851.2951431045988,470.8042838954011
17.0,2025,True,849.829039934726,472.2703870652739
17.5,2025,True,848.4057750176247,473.6936519823752
18.0,2025,True,847.1723881998656,474.92703880013426
18.5,2025,True,846.0455404658787,476.05388653412115
19.0,2025,True,844.9560144114593,477.1434125885406
19.5,2025,True,843.9964846580599,478.10294234194
20.0,2025,True,843.2550601163833,478.84436688361654
20.5,2025,True,842.5379767373485,479.5614502626514
21.0,2025,True,841.8148249883135,480.2846020116864
21.5,2025,True,841.2327371781988,480.86668982180106
22.0,2025,True,840.7834759079238,481.31595109207603
22.5,2025,True,840.3436823531545,481.7557446468454
23.0,2025,True,839.9028713596457,482.1965556403542
23.5,2025,True,839.5090779797504,482.5903490202495
24.0,2025,True,839.1565690639517,482.9428579360482
24.5,2025,True,838.7938948968117,483.30553210318817
25.0,2025,True,838.4312207296718,483.668206270328
25.5,2025,True,838.068546562532,484.0308804374679
26.0,2025,True,837.7058723953921,484.39355460460774
26.5,2025,True,837.3431982282523,484.7562287717476
27.0,2025,True,836.9791389334619,485.120288066538
27.5,2025,True,836.604627985082,485.49479901491793
28.0,2025,True,836.2301209175178,485.8693060824821
28.5,2025,True,835.8556104766171,486.24381652338275
29.0,2025,True,835.4810984021133,486.6183285978866
29.5,2025,True,835.1988387501776,486.90058824982225
30.0,2025,True,834.9685628058073,487.13086419419255
0.0,2026,False,935.2714993000001,0.0
0.5,2026,False,870.6616157557668,64.6098835442333
1.0,2026,False,841.5568430479935,93.71465625200653
1.5,2026,False,814.8200355227356,120.45146377726451
2.0,2026,False,789.6289968127342,145.64250248726592
2.5,2026,False,766.0351529901964,169.2363463098037
3.0,2026,False,744.9352016193201,190.33629768068
3.5,2026,False,724.8168719584601,210.45462734154
4.0,2026,False,705.6779694236703,229.59352987632974
4.5,2026,False,687.2431587508094,248.02834054919072
5.0,2026,False,669.6640955677979,265.6074037322022
5.5,2026,False,653.1276469786742,282.1438523213259
6.0,2026,False,637.4776628428607,297.7938364571394
6.5,2026,False,623.8507784606937,311.42072083930634
7.0,2026,False,611.7421002973881,323.52939900261197
7.5,2026,False,600.5588555344664,334.7126437655337
8.0,2026,False,590.7992845989489,344.47221470105114
8.5,2026,False,582.1442713981772,353.12722790182283
9.0,2026,False,574.8245478642484,360.44695143575166
9.5,2026,False,568.2780751687643,366.99342413123577
10.0,2026,False,562.0748743951824,373.19662490481767
10.5,2026,False,556.4774786737833,378.7940206262168
11.0,2026,False,551.2044690712239,384.06703022877616
11.5,2026,False,546.2967703848753,388.97472891512473
12.0,2026,False,541.770392593241,393.50110670675906
12.5,2026,False,537.8602089323992,397.4112903676008
13.0,2026,False,534.3582237632144,400.9132755367857
13.5,2026,False,531.2341262873764,404.0373730126237
14.0,2026,False,528.2449269349897,407.02657236501034
14.5,2026,False,525.6771395527919,409.59435974720816
15.0,2026,False,523.4159297266636,411.8555695733364
15.5,2026,False,521.3400453208087,413.93145397919136
16.0,2026,False,519.3001661774657,415.97133312253436
16.5,2026,False,517.2555899354395,418.01590936456057
17.0,2026,False,515.2077032781847,420.0637960218154
17.5,2026,False,513.2975768167655,421.97392248323456
18.0,2026,False,511.4829612161479,423.7885380838522
18.5,2026,False,510.06655437540877,425.2049449245913
19.0,2026,False,508.9943416713162,426.2771576286839
19.5,2026,False,507.96935059397487,427.3021487060252
20.0,2026,False,507.0104911127663,428.26100818723376
20.5,2026,False,506.1038324523234,429.1676668476767
21.0,2026,False,505.3144660809278,429.9570332190723
21.5,2026,False,504.5534377727677,430.71806152723235
22.0,2026,False,503.78616662988003,431.48533267012004
22.5,2026,False,503.0037967636398,432.2677025363603
23.0,2026,False,502.22075096866047,433.0507483313396
23.5,2026,False,501.42688868863564,433.84461061136443
24.0,2026,False,500.7216428653493,434.5498564346508
24.5,2026,False,500.0263433145093,435.2451559854908
25.0,2026,False,499.32268445200754,435.94881484799254
25.5,2026,False,498.6449570453043,436.6265422546958
26.0,2026,False,497.9372316860499,437.33426761395015
26.5,2026,False,497.182344434511,438.0891548654891
27.0,2026,False,496.43292390885034,438.83857539114973
27.5,2026,False,495.7938680821661,439.47763121783396
28.0,2026,False,495.1830121509273,440.08848714907276
28.5,2026,False,494.5785568746741,440.69294242532595
29.0,2026,False,493.974101062589,441.2973982374111
29.5,2026,False,493.36964077939615,441.9018585206039
30.0,2026,False,492.75835029620316,442.5131490037969
